Date,Open,High,Low,Close,Adj Close,Volume
2017-04-10,9.750000,9.760000,9.240000,9.260000,7.302754,46615500
2017-04-17,9.290000,9.500000,8.870000,9.010000,7.105596,120652200
2017-04-24,9.200000,9.380000,8.760000,9.010000,7.105596,106393500
2017-05-01,9.010000,9.330000,8.780000,9.320000,7.350074,136122500
2017-05-08,9.310000,10.350000,9.150000,10.240000,8.075617,131684900
2017-05-15,10.500000,10.570000,8.390000,8.960000,7.066165,255500800
2017-05-22,8.720000,9.250000,8.510000,8.950000,7.058278,143561400
2017-05-29,8.850000,8.900000,8.320000,8.480000,6.687619,68025200
2017-06-05,8.380000,8.680000,8.300000,8.410000,6.632415,87322000
2017-06-12,8.420000,8.540000,8.020000,8.080000,6.372166,78972200
2017-06-19,8.070000,8.240000,7.610000,7.750000,6.111917,87272000
2017-06-26,7.890000,8.070000,7.710000,7.990000,6.301189,75701100
2017-07-03,8.000000,8.140000,7.640000,7.740000,6.104030,64132500
2017-07-10,7.720000,8.570000,7.720000,8.540000,6.734938,100041400
2017-07-17,8.550000,8.860000,8.420000,8.480000,6.687619,72759200
2017-07-24,8.520000,8.790000,8.480000,8.680000,6.845348,61565800
2017-07-31,8.750000,9.100000,8.650000,8.860000,6.987301,73175700
2017-08-07,8.860000,9.050000,8.410000,8.480000,6.687619,67264400
2017-08-14,8.470000,8.940000,8.440000,8.890000,7.010960,72466900
2017-08-21,8.900000,9.270000,8.670000,9.170000,7.231778,71308200
2017-08-28,9.210000,9.390000,8.770000,9.290000,7.326414,76873500
2017-09-04,9.630000,10.150000,9.400000,9.800000,7.728617,90888200
2017-09-11,9.940000,10.190000,9.840000,10.080000,7.949435,69077100
2017-09-18,10.040000,10.480000,9.940000,10.340000,8.154480,78550500
2017-09-25,10.410000,10.440000,9.870000,10.040000,7.917890,79140300
2017-10-02,9.910000,10.730000,9.870000,10.320000,8.138708,78769200
2017-10-09,10.310000,10.670000,10.180000,10.490000,8.272776,54252200
2017-10-16,10.600000,10.630000,10.280000,10.350000,8.162366,54119800
2017-10-23,10.330000,10.770000,10.150000,10.730000,8.462048,62789400
2017-10-30,10.620000,10.900000,10.490000,10.690000,8.430501,84458100
2017-11-06,10.790000,11.180000,10.540000,10.710000,8.446276,87657900
2017-11-13,10.570000,10.760000,9.410000,10.140000,7.996754,100187000
2017-11-20,10.040000,10.380000,10.010000,10.320000,8.138708,43891900
2017-11-27,10.180000,10.300000,9.550000,9.860000,7.775936,76960300
2017-12-04,9.880000,10.140000,9.520000,9.700000,7.649754,81992700
2017-12-11,9.730000,9.990000,9.410000,9.430000,7.436822,85285600
2017-12-18,9.630000,10.130000,9.530000,9.990000,7.878458,61568700
2017-12-25,10.070000,10.340000,9.990000,10.290000,8.115049,34304300
2018-01-01,10.460000,11.120000,10.430000,11.080000,8.738070,70702700
2018-01-08,11.060000,11.480000,10.990000,11.470000,9.045638,89170300
2018-01-15,11.650000,12.230000,11.580000,12.160000,9.589795,99014200
