Date,Open,High,Low,Close,Adj Close,Volume
2017-04-10,112.050003,113.769997,111.900002,112.680000,97.303833,9517600
2017-04-17,112.739998,114.610001,112.680000,113.430000,97.951492,17394900
2017-04-24,114.360001,114.570000,111.339996,113.279999,97.821953,21177200
2017-05-01,112.930000,113.279999,111.699997,113.220001,97.770164,17034200
2017-05-08,113.199997,113.430000,112.480003,112.910004,97.502441,12626200
2017-05-15,112.900002,114.660004,112.769997,113.690002,98.176010,18133500
2017-05-22,113.690002,118.000000,113.690002,117.910004,101.820168,16102300
2017-05-29,117.739998,118.120003,116.059998,117.669998,101.612907,16032300
2017-06-05,117.389999,117.970001,115.360001,115.940002,100.806648,16447500
2017-06-12,115.940002,118.059998,115.470001,116.860001,101.606544,18378200
2017-06-19,117.019997,118.239998,116.050003,116.959999,101.693489,16648700
2017-06-26,117.419998,117.830002,114.889999,115.489998,100.415359,15486600
2017-07-03,115.550003,116.000000,114.830002,115.510002,100.432777,14253400
2017-07-10,115.919998,116.000000,112.250000,114.930000,99.928459,22070700
2017-07-17,114.940002,116.669998,114.389999,116.629997,101.406548,14748800
2017-07-24,116.500000,118.059998,116.089996,116.610001,101.389191,16293100
2017-07-31,116.529999,116.860001,115.139999,116.370003,101.180527,14612500
2017-08-07,116.449997,117.250000,115.959999,116.510002,101.302246,12491700
2017-08-14,117.360001,119.389999,117.010002,117.599998,102.249954,15188800
2017-08-21,117.800003,118.699997,115.800003,115.849998,100.728386,15252000
2017-08-28,116.120003,116.290001,114.910004,115.839996,100.719681,15074600
2017-09-04,115.949997,117.290001,114.570000,115.040001,100.724068,12771000
2017-09-11,115.080002,115.949997,113.699997,114.849998,100.557709,20387800
2017-09-18,115.169998,115.230003,111.809998,111.849998,97.931015,16446500
2017-09-25,112.040001,112.730003,110.339996,111.430000,97.563301,27558400
2017-10-02,109.910004,110.989998,106.190002,110.400002,96.661499,32373900
2017-10-09,110.589996,112.980003,109.790001,112.620003,98.605232,15438900
2017-10-16,112.930000,113.629997,111.379997,111.610001,97.720901,15537600
2017-10-23,111.639999,112.449997,109.180000,110.599998,96.836617,15659400
2017-10-30,110.360001,110.769997,109.360001,110.220001,96.503891,13303400
2017-11-06,109.970001,112.980003,109.150002,112.750000,98.719040,17455500
2017-11-13,112.690002,116.190002,112.639999,114.680000,100.408875,17759400
2017-11-20,114.750000,116.330002,114.279999,115.900002,101.477051,11555100
2017-11-27,116.000000,117.379997,115.040001,116.779999,102.247520,20636200
2017-12-04,117.000000,118.910004,115.900002,116.570000,102.771744,19342100
2017-12-11,116.330002,119.360001,115.559998,119.220001,105.108078,19519200
2017-12-18,119.300003,119.739998,117.559998,118.599998,104.561440,16524200
2017-12-25,118.410004,120.570000,118.410004,119.919998,105.725212,9737100
2018-01-01,119.930000,120.180000,117.599998,118.669998,104.623177,14251000
2018-01-08,118.209999,118.980003,116.379997,117.379997,103.485878,21688600
2018-01-15,117.199997,120.680000,117.029999,120.169998,105.945610,21715500
2018-01-22,120.099998,122.510002,120.000000,121.760002,107.347389,17997500
2018-01-29,121.379997,122.160004,118.400002,118.669998,104.623177,19652500
2018-02-05,118.570000,119.660004,108.879997,111.180000,98.019753,27131200
2018-02-12,111.900002,112.750000,108.720001,111.059998,97.913956,28440300
2018-02-19,110.959999,110.980003,107.940002,109.680000,96.697289,18492500
2018-02-26,110.120003,112.080002,107.239998,109.040001,96.133057,28180000
2018-03-05,108.459999,112.570000,108.019997,112.540001,99.952042,20893400
2018-03-12,112.500000,113.900002,111.580002,111.639999,99.152695,24792900
2018-03-19,111.650002,111.989998,105.940002,106.150002,94.276779,20602100
2018-03-26,106.680000,110.660004,106.089996,109.150002,96.941223,19398200
2018-04-02,108.620003,111.180000,106.440002,109.300003,97.074440,20573500
2018-04-09,109.540001,110.449997,108.269997,109.260002,97.038918,14957200
2018-04-16,109.750000,110.639999,102.269997,102.480003,91.017288,29287500
2018-04-23,102.550003,104.080002,100.849998,101.709999,90.333397,27939100
2018-04-30,101.849998,102.389999,96.699997,98.989998,87.917633,28556700
2018-05-07,98.980003,99.309998,95.940002,97.430000,86.532135,21618500
2018-05-14,97.690002,98.449997,96.360001,97.510002,86.603203,29833400
2018-05-21,98.220001,101.110001,98.059998,100.309998,89.090004,29756600
2018-05-28,100.000000,102.239998,99.650002,100.250000,89.036720,27243500
2018-06-04,100.769997,102.610001,99.820000,102.489998,91.863335,22579000
2018-06-11,102.610001,107.750000,102.269997,107.610001,96.452469,31999500
2018-06-18,107.010002,108.669998,104.830002,108.370003,97.133659,28330300
2018-06-25,107.709999,109.589996,107.470001,108.870003,97.581833,25465100
2018-07-02,108.699997,110.019997,108.000000,109.559998,98.200294,17738700
2018-07-09,109.129997,113.000000,107.519997,112.690002,101.005745,39412200
2018-07-16,112.559998,116.790001,111.750000,116.010002,103.981514,54377400
2018-07-23,115.519997,116.900002,113.580002,114.279999,102.430878,27286700
