Date,Open,High,Low,Close,Adj Close,Volume
2017-04-10,44.330002,44.450001,43.980000,44.000000,40.406223,20295300
2017-04-17,44.119999,44.740002,44.000000,44.430000,40.976894,54594900
2017-04-24,44.970001,45.040001,44.520000,44.959999,41.465706,54591800
2017-05-01,45.009998,45.779999,44.770000,45.580002,42.037525,55412400
2017-05-08,45.480000,45.709999,44.919998,45.080002,41.576385,37957800
2017-05-15,45.240002,45.369999,43.599998,44.310001,40.866226,60424500
2017-05-22,44.330002,45.450001,44.279999,45.259998,41.742386,38830400
2017-05-29,45.110001,46.070000,45.110001,45.660000,42.111298,45460900
2017-06-05,45.689999,46.000000,44.680000,45.029999,41.530270,48833400
2017-06-12,44.650002,45.279999,43.740002,45.090000,41.585609,65245800
2017-06-19,45.270000,51.849998,45.209999,50.950001,46.990158,164851000
2017-06-26,50.990002,51.700001,49.980000,50.139999,46.243118,90386900
2017-07-03,50.049999,50.130001,48.770000,49.349998,45.514511,51959800
2017-07-10,49.270000,50.680000,49.220001,50.560001,46.630486,56146800
2017-07-17,50.310001,51.259998,50.160000,50.799999,46.851822,53075600
2017-07-24,50.799999,51.360001,50.040001,50.299999,46.565666,49405000
2017-07-31,50.480000,50.500000,49.580002,49.959999,46.250916,41368900
2017-08-07,50.000000,50.090000,47.980000,48.240002,44.658604,63932700
2017-08-14,48.480000,49.320000,48.310001,48.619999,45.010395,49683800
2017-08-21,48.650002,49.439999,48.540001,49.240002,45.584366,38640600
2017-08-28,49.389999,50.880001,48.750000,50.619999,46.861916,42089500
2017-09-04,50.529999,51.880001,50.470001,51.580002,47.750645,53099600
2017-09-11,51.880001,53.139999,48.480000,48.740002,45.121487,132611200
2017-09-18,48.880001,49.060001,47.689999,48.160000,44.584549,104760900
2017-09-25,48.520000,48.750000,47.639999,48.349998,44.760437,106737000
2017-10-02,48.720001,49.189999,48.220001,48.400002,44.806721,84239100
2017-10-09,48.360001,48.709999,48.000000,48.610001,45.001141,60249700
2017-10-16,48.610001,49.790001,48.490002,49.250000,45.773464,61183600
2017-10-23,49.279999,50.970001,49.220001,50.880001,47.288399,84884000
2017-10-30,50.630001,51.279999,50.119999,50.180000,46.637810,59835200
2017-11-06,50.099998,50.740002,48.540001,49.320000,45.838524,50592000
2017-11-13,49.099998,49.619999,48.730000,48.939999,45.485340,46264300
2017-11-20,49.040001,49.160000,48.419998,49.009998,45.550400,46465600
2017-11-27,48.939999,50.000000,48.200001,49.610001,46.108044,82304400
2017-12-04,49.820000,49.820000,47.630001,49.599998,46.098759,72522400
2017-12-11,49.610001,50.709999,47.000000,48.299999,44.890518,147949000
2017-12-18,48.430000,48.849998,47.099998,47.360001,44.016880,94847400
2017-12-25,47.369999,47.880001,47.150002,47.279999,43.942513,33310000
2018-01-01,47.570000,48.630001,46.169998,48.470001,45.048523,83856500
2018-01-08,48.299999,49.830002,47.939999,49.509998,46.015102,70371300
2018-01-15,49.849998,50.680000,49.439999,50.580002,47.192638,71466400
2018-01-22,50.430000,52.750000,50.270000,52.750000,49.217312,77000500
2018-01-29,52.669998,52.790001,50.040001,50.130001,46.772778,75141500
2018-02-05,50.040001,50.700001,45.919998,47.730000,44.533504,105231400
2018-02-12,48.220001,51.139999,47.720001,50.709999,47.313946,68397400
2018-02-19,50.200001,50.570000,49.410000,50.500000,47.117996,45575700
2018-02-26,50.590000,51.500000,49.160000,50.320000,46.950047,76074300
2018-03-05,49.900002,53.000000,49.849998,52.970001,49.422581,76488900
2018-03-12,52.980000,53.480000,52.110001,52.270000,48.769459,73025000
2018-03-19,52.430000,52.580002,44.759998,44.790001,41.790405,175985100
2018-03-26,45.549999,46.820000,44.509998,45.750000,42.686100,76093400
2018-04-02,45.650002,46.180000,44.040001,44.830002,41.827721,75790400
2018-04-09,45.110001,46.529999,44.880001,46.080002,42.994011,71444200
2018-04-16,46.029999,47.290001,45.599998,46.230000,43.133968,57953400
2018-04-23,46.380001,46.470001,45.049999,45.529999,42.656727,67495500
2018-04-30,45.660000,46.080002,44.490002,45.709999,42.825375,59391800
2018-05-07,45.939999,47.150002,45.549999,46.820000,43.865311,51131300
2018-05-14,46.810001,47.259998,46.240002,46.320000,43.396866,54548200
2018-05-21,46.529999,47.540001,46.020000,47.000000,44.033958,64977800
2018-05-28,46.549999,47.360001,46.040001,47.349998,44.361862,48259900
2018-06-04,47.480000,48.380001,46.810001,48.180000,45.139492,67137900
2018-06-11,48.150002,48.669998,45.189999,46.279999,43.359390,110409700
2018-06-18,45.820000,46.599998,42.570000,44.099998,41.316963,165738200
2018-06-25,43.570000,44.849998,43.360001,44.060001,41.279495,114781400
2018-07-02,43.959999,46.189999,43.770000,46.000000,43.097054,80119300
2018-07-09,46.130001,48.810001,46.060001,48.630001,45.561096,125979600
