Date,Open,High,Low,Close,Adj Close,Volume
2017-04-10,116.300003,116.459999,115.610001,115.610001,102.748283,551400
2017-04-17,115.800003,116.290001,113.669998,114.050003,101.361839,2752600
2017-04-24,116.110001,117.559998,115.849998,117.430000,104.365799,2587300
2017-05-01,117.139999,119.550003,116.919998,119.550003,106.249954,1697300
2017-05-08,120.129997,120.320000,118.809998,119.870003,106.534363,2257600
2017-05-15,119.470001,122.449997,118.970001,120.870003,107.423096,2340200
2017-05-22,120.870003,122.489998,120.629997,121.370003,107.867477,1812700
2017-05-29,120.570000,123.480003,120.550003,123.480003,109.742744,1095100
2017-06-05,123.250000,123.339996,119.089996,119.550003,106.249954,1618300
2017-06-12,118.870003,121.769997,118.519997,121.739998,108.196320,1754400
2017-06-19,122.540001,123.190002,118.959999,119.260002,105.992226,1525700
2017-06-26,120.050003,121.779999,119.410004,119.830002,106.498810,1894900
2017-07-03,118.919998,119.529999,117.809998,118.290001,105.130119,1097500
2017-07-10,119.110001,121.760002,117.730003,121.750000,108.205208,1520700
2017-07-17,121.660004,121.790001,120.029999,120.650002,107.227585,1629100
2017-07-24,119.360001,130.240005,118.570000,130.089996,115.617363,3174300
2017-07-31,130.639999,132.240005,129.850006,132.169998,117.465973,2408100
2017-08-07,132.479996,133.169998,128.809998,129.509995,115.101891,1734100
2017-08-14,130.029999,134.490005,129.899994,132.050003,119.186462,2031100
2017-08-21,132.589996,133.270004,131.949997,132.539993,119.628731,1354000
2017-08-28,132.639999,135.720001,131.779999,134.830002,121.695633,1534500
2017-09-04,135.059998,137.339996,133.940002,136.630005,123.320313,1643900
2017-09-11,136.399994,137.589996,134.240005,135.369995,122.183044,2050300
2017-09-18,135.800003,136.190002,130.500000,132.110001,119.240601,1671500
2017-09-25,132.300003,132.559998,129.990005,132.130005,119.258667,1815500
2017-10-02,132.130005,133.449997,130.899994,132.960007,120.007828,1348100
2017-10-09,133.699997,136.559998,133.580002,135.820007,122.589218,1447100
2017-10-16,135.190002,136.419998,134.339996,135.309998,122.128876,1363900
2017-10-23,135.800003,137.520004,134.339996,136.520004,123.221031,2690800
2017-10-30,136.820007,137.350006,134.100006,135.809998,122.580177,1695100
2017-11-06,136.119995,137.009995,134.380005,136.009995,122.760704,1292200
2017-11-13,135.279999,136.699997,134.800003,136.100006,122.841949,1212800
2017-11-20,137.289993,140.630005,136.809998,139.820007,126.199547,1116700
2017-11-27,140.110001,140.880005,138.160004,139.220001,125.658005,2348800
2017-12-04,139.990005,142.630005,139.220001,141.820007,128.004745,2411200
2017-12-11,141.369995,142.080002,140.270004,141.539993,127.751999,2390200
2017-12-18,143.289993,143.820007,141.940002,143.279999,129.322495,1825700
2017-12-25,142.979996,146.789993,142.809998,146.029999,131.804626,1164200
2018-01-01,147.059998,147.059998,144.490005,144.929993,130.811752,2181200
2018-01-08,145.000000,145.389999,142.630005,144.720001,130.622208,1917600
2018-01-15,143.440002,146.210007,143.080002,145.240005,131.091553,1531300
2018-01-22,145.110001,147.619995,144.320007,145.020004,130.893021,2198500
2018-01-29,142.710007,144.229996,141.539993,141.679993,127.878334,2321500
2018-02-05,139.300003,139.500000,132.889999,135.220001,122.047653,2798300
2018-02-12,136.360001,141.139999,135.929993,140.500000,126.813316,1970100
2018-02-19,139.339996,140.229996,136.529999,139.080002,125.531639,1449900
2018-02-26,139.550003,139.820007,131.220001,132.789993,121.102203,2448900
2018-03-05,131.919998,136.270004,131.669998,136.270004,124.275932,1848000
2018-03-12,136.550003,137.470001,134.929993,135.889999,123.929375,1334000
2018-03-19,135.220001,136.009995,132.039993,132.080002,120.454704,1944200
2018-03-26,134.339996,136.300003,132.740005,135.419998,123.500748,1745800
