Date,Open,High,Low,Close,Adj Close,Volume
2017-04-10,51.610001,51.889999,50.509998,50.529999,37.199875,3262700
2017-04-17,50.689999,50.939999,49.669998,49.939999,36.765533,8908800
2017-04-24,51.939999,52.340000,50.980000,51.169998,37.671040,16275500
2017-05-01,51.389999,52.869999,50.790001,52.830002,38.893131,13828400
2017-05-08,52.389999,52.520000,51.599998,52.220001,38.444046,7460000
2017-05-15,53.330002,54.340000,52.779999,54.299999,39.975319,19756000
2017-05-22,54.639999,54.709999,52.650002,53.000000,39.018272,6484600
2017-05-29,53.000000,53.099998,51.700001,52.209999,38.436691,5167800
2017-06-05,51.720001,51.939999,50.849998,51.369999,38.321796,8701600
2017-06-12,51.369999,51.430000,49.259998,50.279999,37.508648,8598200
2017-06-19,50.580002,50.700001,48.919998,49.200001,36.702976,9152800
2017-06-26,49.570000,50.560001,49.139999,49.590000,36.993927,6155700
2017-07-03,50.040001,50.340000,48.150002,48.450001,36.143486,6214100
2017-07-10,48.570000,49.910000,48.430000,49.660000,37.046139,5512400
2017-07-17,49.660000,50.750000,49.349998,49.619999,37.016296,6611100
2017-07-24,49.930000,50.660000,49.549999,50.610001,37.754833,6883000
2017-07-31,50.650002,51.959999,50.540001,51.919998,38.732090,6810200
2017-08-07,51.590000,51.820000,50.310001,50.400002,37.598175,5304000
2017-08-14,50.470001,50.849998,49.750000,50.490002,37.665310,6370800
2017-08-21,50.560001,51.770000,50.230000,51.650002,38.530674,6662300
2017-08-28,51.900002,52.259998,51.279999,52.040001,38.821613,7508300
2017-09-04,52.040001,53.509998,51.980000,52.820000,39.403484,3687400
2017-09-11,53.009998,53.880001,52.939999,53.860001,40.179321,7870300
2017-09-18,53.730000,55.040001,53.669998,54.020000,40.298676,4867100
2017-09-25,53.810001,54.410000,52.950001,53.520000,40.475330,6134500
2017-10-02,53.259998,53.930000,53.000000,53.439999,40.414829,4769400
2017-10-09,53.509998,54.700001,53.340000,53.970001,40.815655,5903200
2017-10-16,54.509998,54.639999,53.889999,54.160000,40.959339,3307900
2017-10-23,54.540001,55.070000,54.020000,54.779999,41.428223,4828200
2017-10-30,55.389999,56.599998,55.320000,56.330002,42.600433,5463700
2017-11-06,56.130001,56.980000,55.869999,56.169998,42.479431,8085700
2017-11-13,55.250000,55.680000,54.410000,54.779999,41.428223,9127200
2017-11-20,54.779999,56.700001,54.549999,56.430000,42.676056,4171100
2017-11-27,56.529999,57.070000,56.290001,56.580002,42.789497,7554600
2017-12-04,56.459999,56.830002,55.139999,55.680000,42.108860,7805100
2017-12-11,55.580002,56.209999,54.139999,54.369999,41.118156,6954700
2017-12-18,55.009998,55.599998,54.480000,55.139999,42.255608,8325900
2017-12-25,55.389999,55.639999,55.169998,55.279999,42.362907,2355500
2018-01-01,55.450001,57.889999,55.200001,57.770000,44.271072,8714100
2018-01-08,57.730000,59.410000,57.459999,59.330002,45.466557,13036200
2018-01-15,58.950001,59.090000,57.709999,57.950001,44.409004,4158300
2018-01-22,58.520000,59.570000,58.259998,59.049999,45.251972,5049700
2018-01-29,58.490002,59.230000,57.130001,57.279999,43.895561,8147700
2018-02-05,56.480000,56.709999,53.369999,55.000000,42.148327,16523100
2018-02-12,55.520000,57.480000,55.299999,57.130001,43.780613,9808800
2018-02-19,57.160000,58.450001,56.639999,58.380001,44.738537,5388300
2018-02-26,58.490002,58.529999,55.740002,56.540001,43.328484,6546400
2018-03-05,56.130001,57.630001,56.029999,57.240002,43.864918,4399800
2018-03-12,57.400002,58.509998,56.900002,57.779999,44.278732,5364300
2018-03-19,57.340000,57.639999,56.200001,56.279999,43.702835,5022100
2018-03-26,57.340000,57.730000,56.150002,57.689999,44.797733,6683400
2018-04-02,57.709999,59.950001,56.299999,59.410000,46.133350,11394300
2018-04-09,59.770000,60.810001,59.290001,60.009998,46.599262,8504900
2018-04-16,60.310001,62.279999,60.060001,62.200001,48.299866,5446900
